University,Year,Ranking
University of Gothenburg,2022,180
University of Gothenburg,2023,185
University of Gothenburg,2024,187
Universiti Teknologi Malaysia ,2017,288
Universiti Teknologi Malaysia ,2018,253
Universiti Teknologi Malaysia ,2019,228
Universiti Teknologi Malaysia ,2020,217
Universiti Teknologi Malaysia ,2021,187
Universiti Teknologi Malaysia ,2022,191
Universiti Teknologi Malaysia ,2023,203
Universiti Teknologi Malaysia ,2024,188
McMaster University,2017,149
McMaster University,2018,140
McMaster University,2019,146
McMaster University,2020,140
McMaster University,2021,144
McMaster University,2022,140
McMaster University,2023,152
McMaster University,2024,189
Queensland University of Technology,2017,276
Queensland University of Technology,2018,247
Queensland University of Technology,2019,244
Queensland University of Technology,2020,224
Queensland University of Technology,2021,217
Queensland University of Technology,2022,213
Queensland University of Technology,2023,222
Queensland University of Technology,2024,189
Universite libre de Bruxelles,2017,216
Universite libre de Bruxelles,2018,205
Universite libre de Bruxelles,2019,239
Universite libre de Bruxelles,2020,251
Universite libre de Bruxelles,2021,250
Universite libre de Bruxelles,2022,207
Universite libre de Bruxelles,2023,210
Universite libre de Bruxelles,2024,189
Albert-Ludwigs-Universitaet Freiburg,2017,163
Albert-Ludwigs-Universitaet Freiburg,2018,171
Albert-Ludwigs-Universitaet Freiburg,2019,186
Albert-Ludwigs-Universitaet Freiburg,2020,169
Albert-Ludwigs-Universitaet Freiburg,2021,175
Albert-Ludwigs-Universitaet Freiburg,2022,172
Albert-Ludwigs-Universitaet Freiburg,2023,189
Albert-Ludwigs-Universitaet Freiburg,2024,192
Ecole des Ponts ParisTech,2017,268
Ecole des Ponts ParisTech,2018,270
Ecole des Ponts ParisTech,2019,263
Ecole des Ponts ParisTech,2020,250
Ecole des Ponts ParisTech,2021,242
Ecole des Ponts ParisTech,2022,245
Ecole des Ponts ParisTech,2023,174
Ecole des Ponts ParisTech,2024,192
Wuhan University,2017,275
Wuhan University,2018,282
Wuhan University,2019,257
Wuhan University,2020,257
Wuhan University,2021,246
Wuhan University,2022,225
Wuhan University,2023,194
Wuhan University,2024,194
University of Minnesota Twin Cities,2017,137
University of Minnesota Twin Cities,2018,163
University of Minnesota Twin Cities,2019,156
University of Minnesota Twin Cities,2020,156
University of Minnesota Twin Cities,2021,177
University of Minnesota Twin Cities,2022,186
University of Minnesota Twin Cities,2023,185
University of Minnesota Twin Cities,2024,195
Hokkaido University,2017,130
Hokkaido University,2018,122
Hokkaido University,2019,128
Hokkaido University,2020,132
Hokkaido University,2021,139
Hokkaido University,2022,145
Hokkaido University,2023,141
Hokkaido University,2024,196
Indian Institute of Technology Delhi,2017,185
Indian Institute of Technology Delhi,2018,172
Indian Institute of Technology Delhi,2019,172
Indian Institute of Technology Delhi,2020,182
Indian Institute of Technology Delhi,2021,193
Indian Institute of Technology Delhi,2022,185
Indian Institute of Technology Delhi,2023,174
Indian Institute of Technology Delhi,2024,197
Universidad de los Andes,2017,272
Universidad de los Andes,2018,256
Universidad de los Andes,2019,272
Universidad de los Andes,2020,234
Universidad de los Andes,2021,227
Universidad de los Andes,2022,236
Universidad de los Andes,2023,220
Universidad de los Andes,2024,198
Emory University,2017,149
Emory University,2018,147
Emory University,2019,148
Emory University,2020,156
Emory University,2021,158
Emory University,2022,160
Emory University,2023,155
Emory University,2024,199
Universidad Autónoma de Madrid,2017,210
Universidad Autónoma de Madrid,2018,187
Universidad Autónoma de Madrid,2019,159
Universidad Autónoma de Madrid,2020,192
Universidad Autónoma de Madrid,2021,200
Universidad Autónoma de Madrid,2022,207
Universidad Autónoma de Madrid,2023,215
Universidad Autónoma de Madrid,2024,199
Waseda University,2017,201
Waseda University,2018,203
Waseda University,2019,208
Waseda University,2020,196
Waseda University,2021,189
Waseda University,2022,203
Waseda University,2023,205
Waseda University,2024,199
Queen's University Belfast,2017,195
Queen's University Belfast,2018,202
Queen's University Belfast,2019,180
Queen's University Belfast,2020,173
Queen's University Belfast,2021,209
Queen's University Belfast,2022,216
Queen's University Belfast,2023,233
Queen's University Belfast,2024,202
King Saud University,2017,227
King Saud University,2018,221
King Saud University,2019,256
King Saud University,2020,281
King Saud University,2021,287
King Saud University,2022,277
King Saud University,2023,237
King Saud University,2024,203
University of Ottawa,2017,291
University of Ottawa,2018,289
University of Ottawa,2019,289
University of Ottawa,2020,281
University of Ottawa,2021,279
University of Ottawa,2022,230
University of Ottawa,2023,237
University of Ottawa,2024,203
Universität Hamburg,2017,232
Universität Hamburg,2018,223
Universität Hamburg,2019,223
Universität Hamburg,2020,227
Universität Hamburg,2021,228
Universität Hamburg,2022,214
Universität Hamburg,2023,228
Universität Hamburg,2024,205
University of Otago,2017,169
University of Otago,2018,151
University of Otago,2019,175
University of Otago,2020,176
University of Otago,2021,184
University of Otago,2022,194
University of Otago,2023,217
University of Otago,2024,206
Vrije Universiteit Amsterdam,2017,199
Vrije Universiteit Amsterdam,2018,218
Vrije Universiteit Amsterdam,2019,231
Vrije Universiteit Amsterdam,2020,219
Vrije Universiteit Amsterdam,2021,236
Vrije Universiteit Amsterdam,2022,209
Vrije Universiteit Amsterdam,2023,214
Vrije Universiteit Amsterdam,2024,207
University of Aberdeen,2017,141
University of Aberdeen,2018,158
University of Aberdeen,2019,172
University of Aberdeen,2020,194
University of Aberdeen,2021,207
University of Aberdeen,2022,205
University of Aberdeen,2023,220
University of Aberdeen,2024,208
Queen's University at Kingston,2017,223
Queen's University at Kingston,2018,224
Queen's University at Kingston,2019,239
Queen's University at Kingston,2020,239
Queen's University at Kingston,2021,246
Queen's University at Kingston,2022,240
Queen's University at Kingston,2023,246
Queen's University at Kingston,2024,209
University of Twente,2017,177
University of Twente,2018,179
University of Twente,2019,172
University of Twente,2020,186
University of Twente,2021,197
University of Twente,2022,189
University of Twente,2023,212
University of Twente,2024,210
Chulalongkorn University,2017,252
Chulalongkorn University,2018,245
Chulalongkorn University,2019,271
Chulalongkorn University,2020,247
Chulalongkorn University,2021,208
Chulalongkorn University,2022,215
Chulalongkorn University,2023,224
Chulalongkorn University,2024,211
Loughborough University,2017,237
Loughborough University,2018,234
Loughborough University,2019,218
Loughborough University,2020,222
Loughborough University,2021,226
Loughborough University,2022,231
Loughborough University,2023,256
Loughborough University,2024,212
Eberhard Karls Universität Tübingen,2017,167
Eberhard Karls Universität Tübingen,2018,164
Eberhard Karls Universität Tübingen,2019,168
Eberhard Karls Universität Tübingen,2020,169
Eberhard Karls Universität Tübingen,2021,175
Eberhard Karls Universität Tübingen,2022,177
Eberhard Karls Universität Tübingen,2023,169
Eberhard Karls Universität Tübingen,2024,213
Keio University,2017,216
Keio University,2018,192
Keio University,2019,198
Keio University,2020,200
Keio University,2021,191
Keio University,2022,201
Keio University,2023,197
Keio University,2024,214
Tel Aviv University,2017,212
Tel Aviv University,2018,205
Tel Aviv University,2019,230
Tel Aviv University,2020,219
Tel Aviv University,2021,230
Tel Aviv University,2022,255
Tel Aviv University,2023,260
Tel Aviv University,2024,215
Tongji University,2017,315
Tongji University,2018,316
Tongji University,2019,291
Tongji University,2020,265
Tongji University,2021,256
Tongji University,2022,211
Tongji University,2023,212
Tongji University,2024,216
National Yang Ming Chiao Tung University,2022,268
National Yang Ming Chiao Tung University,2023,202
National Yang Ming Chiao Tung University,2024,217
University of Sussex,2017,187
University of Sussex,2018,228
University of Sussex,2019,227
University of Sussex,2020,246
University of Sussex,2021,246
University of Sussex,2022,226
University of Sussex,2023,240
University of Sussex,2024,218
Università di Padova,2017,338
Università di Padova,2018,296
Università di Padova,2019,249
Università di Padova,2020,234
Università di Padova,2023,243
Università di Padova,2024,219
Universidade Estadual de Campinas,2017,191
Universidade Estadual de Campinas,2018,182
Universidade Estadual de Campinas,2019,204
Universidade Estadual de Campinas,2020,214
Universidade Estadual de Campinas,2021,233
Universidade Estadual de Campinas,2022,219
Universidade Estadual de Campinas,2023,210
Universidade Estadual de Campinas,2024,220
University of Lausanne,2017,138
University of Lausanne,2018,146
University of Lausanne,2019,149
University of Lausanne,2020,153
University of Lausanne,2021,169
University of Lausanne,2022,176
University of Lausanne,2023,203
University of Lausanne,2024,220
Radboud University ,2017,190
Radboud University ,2018,204
Radboud University ,2019,204
Radboud University ,2020,217
Radboud University ,2021,214
Radboud University ,2022,220
Radboud University ,2023,232
Radboud University ,2024,222
University of Pittsburgh,2017,145
University of Pittsburgh,2018,142
University of Pittsburgh,2019,136
University of Pittsburgh,2020,140
University of Pittsburgh,2021,156
University of Pittsburgh,2022,163
University of Pittsburgh,2023,181
University of Pittsburgh,2024,222
University of Rochester,2017,185
University of Rochester,2018,186
University of Rochester,2019,184
University of Rochester,2020,170
University of Rochester,2021,165
University of Rochester,2022,154
University of Rochester,2023,147
University of Rochester,2024,224
Indian Institute of Science,2017,152
Indian Institute of Science,2018,190
Indian Institute of Science,2019,170
Indian Institute of Science,2020,184
Indian Institute of Science,2021,185
Indian Institute of Science,2022,186
Indian Institute of Science,2023,155
Indian Institute of Science,2024,225
American University of Beirut,2017,228
American University of Beirut,2018,235
American University of Beirut,2019,237
American University of Beirut,2020,244
American University of Beirut,2021,220
American University of Beirut,2022,242
American University of Beirut,2023,252
American University of Beirut,2024,226
Universidad Nacional de Colombia,2017,269
Universidad Nacional de Colombia,2018,254
Universidad Nacional de Colombia,2019,275
Universidad Nacional de Colombia,2020,253
Universidad Nacional de Colombia,2021,259
Universidad Nacional de Colombia,2022,258
Universidad Nacional de Colombia,2023,243
Universidad Nacional de Colombia,2024,226
National Cheng Kung University,2017,241
National Cheng Kung University,2018,222
National Cheng Kung University,2019,234
National Cheng Kung University,2020,225
National Cheng Kung University,2021,234
National Cheng Kung University,2022,252
National Cheng Kung University,2023,224
National Cheng Kung University,2024,228
Friedrich-Alexander-Universität Erlangen-Nürnberg,2017,272
Friedrich-Alexander-Universität Erlangen-Nürnberg,2018,287
Friedrich-Alexander-Universität Erlangen-Nürnberg,2019,299
Friedrich-Alexander-Universität Erlangen-Nürnberg,2020,319
Friedrich-Alexander-Universität Erlangen-Nürnberg,2021,317
Friedrich-Alexander-Universität Erlangen-Nürnberg,2022,322
Friedrich-Alexander-Universität Erlangen-Nürnberg,2023,340
Friedrich-Alexander-Universität Erlangen-Nürnberg,2024,229
Al-Farabi Kazakh National University,2017,236
Al-Farabi Kazakh National University,2018,236
Al-Farabi Kazakh National University,2019,220
Al-Farabi Kazakh National University,2020,207
Al-Farabi Kazakh National University,2021,165
Al-Farabi Kazakh National University,2022,175
Al-Farabi Kazakh National University,2023,150
Al-Farabi Kazakh National University,2024,230
Khalifa University of Science and Technology,2017,410
Khalifa University of Science and Technology,2018,460
Khalifa University of Science and Technology,2019,315
Khalifa University of Science and Technology,2020,268
Khalifa University of Science and Technology,2023,181
Khalifa University of Science and Technology,2024,230
University of Göttingen,2017,177
University of Göttingen,2018,181
University of Göttingen,2019,197
University of Göttingen,2020,197
University of Göttingen,2021,195
University of Göttingen,2022,204
University of Göttingen,2023,215
University of Göttingen,2024,232
Deakin University,2017,355
Deakin University,2018,293
Deakin University,2019,309
Deakin University,2020,271
Deakin University,2021,275
Deakin University,2022,283
Deakin University,2023,266
Deakin University,2024,233
National Tsing Hua University,2017,151
National Tsing Hua University,2018,161
National Tsing Hua University,2019,163
National Tsing Hua University,2020,173
National Tsing Hua University,2021,168
National Tsing Hua University,2022,180
National Tsing Hua University,2023,177
National Tsing Hua University,2024,233
Heriot-Watt University,2017,327
Heriot-Watt University,2018,312
Heriot-Watt University,2019,302
Heriot-Watt University,2020,314
Heriot-Watt University,2021,301
Heriot-Watt University,2022,270
Heriot-Watt University,2023,281
Heriot-Watt University,2024,235
Université de Paris-Cité,2023,248
Université de Paris-Cité,2024,236
Dartmouth College,2017,158
Dartmouth College,2018,169
Dartmouth College,2019,183
Dartmouth College,2020,207
Dartmouth College,2021,203
Dartmouth College,2022,191
Dartmouth College,2023,205
Dartmouth College,2024,237
Universitas Indonesia,2017,325
Universitas Indonesia,2018,277
Universitas Indonesia,2019,292
Universitas Indonesia,2020,296
Universitas Indonesia,2021,305
Universitas Indonesia,2022,290
Universitas Indonesia,2023,248
Universitas Indonesia,2024,237
Massey University,2017,340
Massey University,2018,316
Massey University,2019,332
Massey University,2020,287
Massey University,2021,272
Massey University,2022,284
Massey University,2023,292
Massey University,2024,239
Rheinische Friedrich-Wilhelms-Universität Bonn,2017,231
Rheinische Friedrich-Wilhelms-Universität Bonn,2018,239
Rheinische Friedrich-Wilhelms-Universität Bonn,2019,255
Rheinische Friedrich-Wilhelms-Universität Bonn,2020,243
Rheinische Friedrich-Wilhelms-Universität Bonn,2021,240
Rheinische Friedrich-Wilhelms-Universität Bonn,2022,226
Rheinische Friedrich-Wilhelms-Universität Bonn,2023,201
Rheinische Friedrich-Wilhelms-Universität Bonn,2024,239
Victoria University of Wellington,2017,228
Victoria University of Wellington,2018,219
Victoria University of Wellington,2019,221
Victoria University of Wellington,2020,215
Victoria University of Wellington,2021,223
Victoria University of Wellington,2022,236
Victoria University of Wellington,2023,275
Victoria University of Wellington,2024,241
La Trobe University,2017,386
La Trobe University,2018,360
La Trobe University,2019,397
La Trobe University,2020,400
La Trobe University,2021,398
La Trobe University,2022,362
La Trobe University,2023,316
La Trobe University,2024,242
Griffith University,2017,336
Griffith University,2018,325
Griffith University,2019,329
Griffith University,2020,320
Griffith University,2021,303
Griffith University,2022,290
Griffith University,2023,300
Griffith University,2024,243
University of Surrey,2017,261
University of Surrey,2018,264
University of Surrey,2019,248
University of Surrey,2020,274
University of Surrey,2021,267
University of Surrey,2022,272
University of Surrey,2023,305
University of Surrey,2024,244
University of Massachusetts Amherst,2017,251
University of Massachusetts Amherst,2018,249
University of Massachusetts Amherst,2019,259
University of Massachusetts Amherst,2020,305
University of Massachusetts Amherst,2021,270
University of Massachusetts Amherst,2022,246
University of Massachusetts Amherst,2023,253
University of Massachusetts Amherst,2024,245
Technical University of Darmstadt,2017,247
Technical University of Darmstadt,2018,272
Technical University of Darmstadt,2019,253
Technical University of Darmstadt,2020,260
Technical University of Darmstadt,2021,267
Technical University of Darmstadt,2022,269
Technical University of Darmstadt,2023,275
Technical University of Darmstadt,2024,246
Technische Universität Dresden,2017,210
Technische Universität Dresden,2018,195
Technische Universität Dresden,2019,191
Technische Universität Dresden,2020,179
Technische Universität Dresden,2021,173
Technische Universität Dresden,2022,194
Technische Universität Dresden,2023,200
Technische Universität Dresden,2024,246
Charles University,2017,302
Charles University,2018,314
Charles University,2019,317
Charles University,2020,291
Charles University,2021,260
Charles University,2022,266
Charles University,2023,288
Charles University,2024,248
University of Antwerp,2017,209
University of Antwerp,2018,210
University of Antwerp,2019,223
University of Antwerp,2020,223
University of Antwerp,2021,238
University of Antwerp,2022,233
University of Antwerp,2023,280
University of Antwerp,2024,248
University of Waikato,2017,324
University of Waikato,2018,292
University of Waikato,2019,274
University of Waikato,2020,266
University of Waikato,2021,375
University of Waikato,2022,373
University of Waikato,2023,331
University of Waikato,2024,250
Hebrew University of Jerusalem,2017,148
Hebrew University of Jerusalem,2018,145
Hebrew University of Jerusalem,2019,154
Hebrew University of Jerusalem,2020,162
Hebrew University of Jerusalem,2021,177
Hebrew University of Jerusalem,2022,198
Hebrew University of Jerusalem,2023,222
Hebrew University of Jerusalem,2024,251
Politecnico di Torino,2017,305
Politecnico di Torino,2018,307
Politecnico di Torino,2019,387
Politecnico di Torino,2020,348
Politecnico di Torino,2021,308
Politecnico di Torino,2022,334
Politecnico di Torino,2023,325
Politecnico di Torino,2024,252
University of Porto,2017,323
University of Porto,2018,301
University of Porto,2019,328
University of Porto,2020,353
University of Porto,2021,357
University of Porto,2022,295
University of Porto,2023,274
University of Porto,2024,253
University of Macau,2017,550
University of Macau,2018,550
University of Macau,2019,443
University of Macau,2020,387
University of Macau,2021,367
University of Macau,2022,322
University of Macau,2023,304
University of Macau,2024,254
Case Western Reserve University,2017,202
Case Western Reserve University,2018,213
Case Western Reserve University,2019,186
Case Western Reserve University,2020,167
Case Western Reserve University,2021,162
Case Western Reserve University,2022,161
Case Western Reserve University,2023,176
Case Western Reserve University,2024,255
Harbin Institute of Technology,2017,278
Harbin Institute of Technology,2018,325
Harbin Institute of Technology,2019,285
Harbin Institute of Technology,2020,277
Harbin Institute of Technology,2021,260
Harbin Institute of Technology,2022,236
Harbin Institute of Technology,2023,217
Harbin Institute of Technology,2024,256
Maastricht University ,2017,173
Maastricht University ,2018,200
Maastricht University ,2019,211
Maastricht University ,2020,239
Maastricht University ,2021,234
Maastricht University ,2022,233
Maastricht University ,2023,278
Maastricht University ,2024,256
University of Canterbury | Te Whare Wānanga o Waitaha,2021,270
University of Canterbury | Te Whare Wānanga o Waitaha,2022,258
University of Canterbury | Te Whare Wānanga o Waitaha,2023,284
University of Canterbury | Te Whare Wānanga o Waitaha,2024,256
Vrije Universiteit Brussel,2017,182
Vrije Universiteit Brussel,2018,182
Vrije Universiteit Brussel,2019,188
Vrije Universiteit Brussel,2020,195
Vrije Universiteit Brussel,2021,200
Vrije Universiteit Brussel,2022,221
Vrije Universiteit Brussel,2023,251
Vrije Universiteit Brussel,2024,259
University of Virginia,2017,172
University of Virginia,2018,173
University of Virginia,2019,192
University of Virginia,2020,198
University of Virginia,2021,217
University of Virginia,2022,226
University of Virginia,2023,253
University of Virginia,2024,260
Vanderbilt University,2017,203
Vanderbilt University,2018,212
Vanderbilt University,2019,195
Vanderbilt University,2020,200
Vanderbilt University,2021,187
Vanderbilt University,2022,218
Vanderbilt University,2023,199
Vanderbilt University,2024,261
University of Warsaw ,2017,366
University of Warsaw ,2018,420
University of Warsaw ,2019,394
University of Warsaw ,2020,349
University of Warsaw ,2021,321
University of Warsaw ,2022,308
University of Warsaw ,2023,284
University of Warsaw ,2024,262
Gadjah Mada University,2017,550
Gadjah Mada University,2018,410
Gadjah Mada University,2019,391
Gadjah Mada University,2020,320
Gadjah Mada University,2021,254
Gadjah Mada University,2022,254
Gadjah Mada University,2023,231
Gadjah Mada University,2024,263
University of Colorado Boulder,2017,170
University of Colorado Boulder,2018,182
University of Colorado Boulder,2019,190
University of Colorado Boulder,2020,206
University of Colorado Boulder,2021,230
University of Colorado Boulder,2022,251
University of Colorado Boulder,2023,317
University of Colorado Boulder,2024,264
University of Witwatersrand,2017,359
University of Witwatersrand,2018,364
University of Witwatersrand,2019,381
University of Witwatersrand,2020,400
University of Witwatersrand,2021,403
University of Witwatersrand,2022,424
University of Witwatersrand,2023,428
University of Witwatersrand,2024,264
Ulsan National Institute of Science and Technology,2022,212
Ulsan National Institute of Science and Technology,2023,197
Ulsan National Institute of Science and Technology,2024,266
University of Lisbon ,2017,330
University of Lisbon ,2018,305
University of Lisbon ,2019,355
University of Lisbon ,2020,338
University of Lisbon ,2021,357
University of Lisbon ,2022,356
University of Lisbon ,2023,335
University of Lisbon ,2024,266
Linköping University,2017,282
Linköping University,2018,287
Linköping University,2019,302
Linköping University,2020,324
Linköping University,2021,362
Linköping University,2022,329
Linköping University,2023,320
Linköping University,2024,268
"University of California, Irvine",2017,156
"University of California, Irvine",2018,164
"University of California, Irvine",2019,169
"University of California, Irvine",2020,219
"University of California, Irvine",2021,210
"University of California, Irvine",2022,232
"University of California, Irvine",2023,235
"University of California, Irvine",2024,268
University of Cologne,2017,347
University of Cologne,2018,331
University of Cologne,2019,306
University of Cologne,2020,308
University of Cologne,2021,282
University of Cologne,2022,311
University of Cologne,2023,335
University of Cologne,2024,268
Indian Institute of Technology Kharagpur,2017,313
Indian Institute of Technology Kharagpur,2018,308
Indian Institute of Technology Kharagpur,2019,295
Indian Institute of Technology Kharagpur,2020,281
Indian Institute of Technology Kharagpur,2021,314
Indian Institute of Technology Kharagpur,2022,280
Indian Institute of Technology Kharagpur,2023,270
Indian Institute of Technology Kharagpur,2024,271
Beijing Normal University ,2017,257
Beijing Normal University ,2018,256
Beijing Normal University ,2019,292
Beijing Normal University ,2020,277
Beijing Normal University ,2021,279
Beijing Normal University ,2022,270
Beijing Normal University ,2023,262
Beijing Normal University ,2024,272
University of Leicester,2017,239
University of Leicester,2018,238
University of Leicester,2019,223
University of Leicester,2020,239
University of Leicester,2021,242
University of Leicester,2022,236
University of Leicester,2023,279
University of Leicester,2024,272
North Carolina State University,2017,277
North Carolina State University,2018,263
North Carolina State University,2019,279
North Carolina State University,2020,285
North Carolina State University,2021,295
North Carolina State University,2022,300
North Carolina State University,2023,312
North Carolina State University,2024,274
Huazhong University of Science and Technology,2017,450
Huazhong University of Science and Technology,2018,480
Huazhong University of Science and Technology,2019,415
Huazhong University of Science and Technology,2020,400
Huazhong University of Science and Technology,2021,396
Huazhong University of Science and Technology,2022,334
Huazhong University of Science and Technology,2023,306
Huazhong University of Science and Technology,2024,275
University of Milan,2017,370
University of Milan,2018,325
University of Milan,2019,325
University of Milan,2020,302
University of Milan,2021,301
University of Milan,2022,316
University of Milan,2023,324
University of Milan,2024,276
University of Strathclyde,2017,272
University of Strathclyde,2018,277
University of Strathclyde,2019,268
University of Strathclyde,2020,296
University of Strathclyde,2021,300
University of Strathclyde,2022,302
University of Strathclyde,2023,325
University of Strathclyde,2024,276
Indian Institute of Technology Kanpur,2017,302
Indian Institute of Technology Kanpur,2018,293
Indian Institute of Technology Kanpur,2019,283
Indian Institute of Technology Kanpur,2020,291
Indian Institute of Technology Kanpur,2021,350
Indian Institute of Technology Kanpur,2022,277
Indian Institute of Technology Kanpur,2023,264
Indian Institute of Technology Kanpur,2024,278
University of Miami,2017,252
University of Miami,2018,252
University of Miami,2019,242
University of Miami,2020,271
University of Miami,2021,291
University of Miami,2022,311
University of Miami,2023,296
University of Miami,2024,278
University of Navarra,2017,245
University of Navarra,2018,270
University of Navarra,2019,242
University of Navarra,2020,245
University of Navarra,2021,252
University of Navarra,2022,266
University of Navarra,2023,253
University of Navarra,2024,280
Bandung Institute of Technology,2017,410
Bandung Institute of Technology,2018,331
Bandung Institute of Technology,2019,359
Bandung Institute of Technology,2020,331
Bandung Institute of Technology,2021,313
Bandung Institute of Technology,2022,303
Bandung Institute of Technology,2023,235
Bandung Institute of Technology,2024,281
University of Bergen,2017,177
University of Bergen,2018,164
University of Bergen,2019,171
University of Bergen,2020,163
University of Bergen,2021,194
University of Bergen,2022,199
University of Bergen,2023,207
University of Bergen,2024,281
Stellenbosch University,2017,395
Stellenbosch University,2018,361
Stellenbosch University,2019,405
Stellenbosch University,2020,427
Stellenbosch University,2021,456
Stellenbosch University,2022,482
Stellenbosch University,2023,454
Stellenbosch University,2024,283
Taylor's University,2019,650
Taylor's University,2020,520
Taylor's University,2021,379
Taylor's University,2022,332
Taylor's University,2023,284
Taylor's University,2024,284
Indian Institute of Technology Madras,2017,249
Indian Institute of Technology Madras,2018,264
Indian Institute of Technology Madras,2019,264
Indian Institute of Technology Madras,2020,271
Indian Institute of Technology Madras,2021,275
Indian Institute of Technology Madras,2022,255
Indian Institute of Technology Madras,2023,250
Indian Institute of Technology Madras,2024,285
Swinburne University of Technology,2017,450
Swinburne University of Technology,2018,430
Swinburne University of Technology,2019,387
Swinburne University of Technology,2020,383
Swinburne University of Technology,2021,372
Swinburne University of Technology,2022,321
Swinburne University of Technology,2023,296
Swinburne University of Technology,2024,285
University of Arizona,2017,233
University of Arizona,2018,230
University of Arizona,2019,246
University of Arizona,2020,262
University of Arizona,2021,273
University of Arizona,2022,268
University of Arizona,2023,262
University of Arizona,2024,285
Tianjin University,2017,490
Tianjin University,2018,480
Tianjin University,2019,443
Tianjin University,2020,429
Tianjin University,2021,387
Tianjin University,2022,334
Tianjin University,2023,307
Tianjin University,2024,285
University of Galway,2023,270
University of Galway,2024,289
United Arab Emirates University,2017,420
United Arab Emirates University,2018,390
United Arab Emirates University,2019,350
United Arab Emirates University,2020,329
United Arab Emirates University,2021,284
United Arab Emirates University,2022,288
United Arab Emirates University,2023,296
United Arab Emirates University,2024,290
Xi’an Jiaotong University,2017,318
Xi’an Jiaotong University,2018,344
Xi’an Jiaotong University,2019,313
Xi’an Jiaotong University,2020,307
Xi’an Jiaotong University,2021,303
Xi’an Jiaotong University,2022,290
Xi’an Jiaotong University,2023,302
Xi’an Jiaotong University,2024,291
Norwegian University of Science And Technology,2017,259
Norwegian University of Science And Technology,2018,259
Norwegian University of Science And Technology,2019,363
Norwegian University of Science And Technology,2020,359
Norwegian University of Science And Technology,2021,360
Norwegian University of Science And Technology,2022,369
Norwegian University of Science And Technology,2023,352
Norwegian University of Science And Technology,2024,292
University College Cork,2017,283
University College Cork,2018,283
University College Cork,2019,338
University College Cork,2020,310
University College Cork,2021,286
University College Cork,2022,298
University College Cork,2023,303
University College Cork,2024,292
Université Grenoble Alpes,2017,206
Université Grenoble Alpes,2018,236
Université Grenoble Alpes,2019,289
Université Grenoble Alpes,2020,351
Université Grenoble Alpes,2021,342
Université Grenoble Alpes,2022,314
Université Grenoble Alpes,2023,317
Université Grenoble Alpes,2024,294
Hong Kong Baptist University,2017,278
Hong Kong Baptist University,2018,299
Hong Kong Baptist University,2019,277
Hong Kong Baptist University,2020,261
Hong Kong Baptist University,2021,264
Hong Kong Baptist University,2022,287
Hong Kong Baptist University,2023,281
Hong Kong Baptist University,2024,295
University of East Anglia,2017,252
University of East Anglia,2018,274
University of East Anglia,2019,269
University of East Anglia,2020,314
University of East Anglia,2021,333
University of East Anglia,2022,307
University of East Anglia,2023,342
University of East Anglia,2024,295
Georgetown University,2017,214
Georgetown University,2018,227
Georgetown University,2019,226
Georgetown University,2020,226
Georgetown University,2021,230
Georgetown University,2022,248
Georgetown University,2023,281
Georgetown University,2024,297
Dalhousie University,2017,283
Dalhousie University,2018,279
Dalhousie University,2019,279
Dalhousie University,2020,280
Dalhousie University,2021,291
Dalhousie University,2022,272
Dalhousie University,2023,308
Dalhousie University,2024,298
Rutgers University–New Brunswick,2017,301
Rutgers University–New Brunswick,2018,283
Rutgers University–New Brunswick,2019,283
Rutgers University–New Brunswick,2020,262
Rutgers University–New Brunswick,2021,258
Rutgers University–New Brunswick,2022,264
Rutgers University–New Brunswick,2023,267
Rutgers University–New Brunswick,2024,299
UCSI University,2019,481
UCSI University,2020,442
UCSI University,2021,391
UCSI University,2022,347
UCSI University,2023,284
UCSI University,2024,300
Southern University of Science and Technology,2021,323
Southern University of Science and Technology,2022,275
Southern University of Science and Technology,2023,226
Southern University of Science and Technology,2024,301
Goethe-University Frankfurt am Main,2017,264
Goethe-University Frankfurt am Main,2018,254
Goethe-University Frankfurt am Main,2019,279
Goethe-University Frankfurt am Main,2020,291
Goethe-University Frankfurt am Main,2021,311
Goethe-University Frankfurt am Main,2022,340
Goethe-University Frankfurt am Main,2023,328
Goethe-University Frankfurt am Main,2024,302
Virginia Polytechnic Institute and State University,2017,361
Virginia Polytechnic Institute and State University,2018,367
Virginia Polytechnic Institute and State University,2019,338
Virginia Polytechnic Institute and State University,2020,327
Virginia Polytechnic Institute and State University,2021,326
Virginia Polytechnic Institute and State University,2022,346
Virginia Polytechnic Institute and State University,2023,363
Virginia Polytechnic Institute and State University,2024,302
Jagiellonian University,2017,440
Jagiellonian University,2018,470
Jagiellonian University,2019,411
Jagiellonian University,2020,338
Jagiellonian University,2021,326
Jagiellonian University,2022,309
Jagiellonian University,2023,293
Jagiellonian University,2024,304
University of Notre Dame,2017,203
University of Notre Dame,2018,216
University of Notre Dame,2019,212
University of Notre Dame,2020,210
University of Notre Dame,2021,211
University of Notre Dame,2022,222
University of Notre Dame,2023,243
University of Notre Dame,2024,304
University of Johannesburg,2017,650
University of Johannesburg,2018,650
University of Johannesburg,2019,560
University of Johannesburg,2020,510
University of Johannesburg,2021,439
University of Johannesburg,2022,434
University of Johannesburg,2023,412
University of Johannesburg,2024,306
Swansea University,2017,390
Swansea University,2018,440
Swansea University,2019,435
Swansea University,2020,462
Swansea University,2021,474
Swansea University,2022,440
